user_name,user_id,nickname,account_created,verified,bio_link,followers,following,heart,heart_count,videos,diggs
soularty,6652451661401948166,Art for the Soul,1549079166,False,-,70700,149,1400000,1400000,162,0
ricardo.p1nto,6566533986121826310,Ricardo Pinto,1528862543,False,-,27400,633,187000,187000,209,0
dripnas,29014327,Naseer Johnson,1452600370,False,-,244600,743,4800000,4800000,146,0
miyaevarenae,6623756337799806982,Miyaeva Renae ♡,1542939687,False,https://beacons.page/miyaevarenae,4800000,164,142000000,142000000,475,0
linhbarbie,67563924000,✨ Linh Barbie ✨,1503955644,True,https://www.youtube.com/channel/UCDZ3_SK5RJgMm05TvE4Npww,16200000,224,262400000,262400000,1070,0
gnb.official,6756606312682374149,GnB,1573145345,False,https://beacons.page/gnb.official,4800000,98,231000000,231000000,818,0
thisgirlsgonnaeat,6823716404942193670,Hadley,1588770625,False,-,58000,8,1300000,1300000,63,0
manu,119433197687279616,Manu,1468846608,True,https://www.instagram.com/manuxreis/?hl=en,13700000,117,221600000,221600000,1923,0
hannahhennigar,6660986429113483270,Hannah Hennigar ,1550881837,False,http://shophannahhennigar.com,858000,199,33200000,33200000,346,0
joung2222,6710826900627964930,짱아,1583658292,True,-,864200,51,8100000,8100000,424,0
morganbcohen,6672511151757444102,Morgan Cohen,1553565291,False,-,947800,55,54900000,54900000,737,0
kimtrann27,6605397722692616198,Kim,1537940225,False,https://www.facebook.com/Aliemoon27,653600,188,6500000,6500000,912,0
annivictoriaa,6646871541408759813,Anni Victoria 🌻,1547596786,False,twitch.tv/annikaay,783300,140,4300000,4300000,860,0
firstdateguide,6598653836721307653,Ashley Rodriguez,1536370322,True,https://linktr.ee/Firstdateguide,1200000,599,22900000,22900000,2047,0
ejr.art,241397510852853760,erika⁷,1497896366,False,https://ejrart.carrd.co/,199000,416,6500000,6500000,117,0
karragen,6652753722626719750,Karragen,1548965797,False,https://www.karragen.com,1100000,1492,67700000,67700000,1291,0
playboyquis,6766143419629159429,PLAYBOY QUIS ☆,1575365762,False,-,540100,27,10800000,10800000,218,0
mizushogun,6749548816032220166,🌊🌊MizuShogun🌊🌊,1572802622,False,https://linktr.ee/MizuShogun,765800,434,22500000,22500000,926,0
candice867,6532036972246990850,Candice Callins,1548183355,False,https://beacons.ai/candicecallins,74400,449,2600000,2600000,378,0
zhangarang,6806098435176350726,Jessica Zhang,1584639777,False,https://linktr.ee/jessicazhang,498200,259,13400000,13400000,92,0
drew_talbert,6809837990555698181,Drew Talbert,1585539237,False,www.linktr.ee/drewtalbert,747100,554,28000000,28000000,255,0
lexi.diy,6719470366123049989,Lexi Combs | DIYS,1564498777,False,https://beacons.page/lexidiy,1200000,1859,11500000,11500000,560,0
glowwithava,6754158676225868805,AVA,1572575190,True,https://linktr.ee/glowwithava,1100000,74,39500000,39500000,1103,0
official_just_slurp,6715845505726923781,✔HoLd My sLuRpツ,1563625966,False,https://discord.gg/xR8zDJrK,10500,6111,153100,153100,222,0
alexojeda,6607756331535958022,Alex Ojeda 🇲🇽,1540436942,True,https://www.instagram.com/p/CNh4uUeB__A/?igshid=o0kr9t9gt4m6,6400000,2064,225400000,225400000,634,0
eyeinspired,6742487636563706885,Kelly Edelman,1569857808,False,https://www.icanvas.com/canvas-art-prints/artist/kelly-edelman?product=canvas&sort=popular,4500000,48,119600000,119600000,515,0
lana.timon,6710108787972588549,Твоя Ланочка♥️,1562319230,True,https://bit.ly/3cgTotg,3400000,323,28900000,28900000,1348,0
nita_shilimkar,6568318460802908166,Nita Shilimkar,1529282434,True,http://bit.ly/Suprise_ig,7900000,55,304300000,304300000,1822,0
lenna.vivas,6552974886321525775,Lenna Vivas,1525704620,True,https://bit.ly/3xGG22r,4800000,635,176500000,176500000,1226,0
down4soundshop,6811305793846346758,🔵TEAM.DOWN4SOUNDSHOP🇺🇸,1585881444,False,https://linktr.ee/Down4soundshop.com,141800,1254,1200000,1200000,327,0
selcav,6678759209569485829,ella,1555020005,False,https://linktr.ee/elcavellier,568700,159,18000000,18000000,177,0
mariacastellanos_ri,6764035555557016581,mariacastellanos_ri,1574885133,False,https://beacons.page/mariacastellanos_ri,309200,224,3800000,3800000,113,0
chris,6747459471943418885,Chris Olsen,1571015547,True,https://chrisandianmerch.com/,5700000,366,383500000,383500000,1124,0
